ticker,start_date,end_date,days,max_consecutive_days,total_stale_days
FPAY,2011-10-05,2011-11-17,44,105,1055
ALACR,2015-10-26,2015-12-08,44,182,754
CKX,2003-01-13,2003-02-25,44,86,1945
MXC,1995-10-12,1995-11-24,44,164,2419
DIVC,2018-10-29,2018-12-11,44,116,762
SPFI,2016-01-27,2016-03-10,44,229,1793
MCBS,2017-02-22,2017-04-06,44,86,575
SPFI,2017-07-17,2017-08-29,44,229,1793
TU,1998-08-26,1998-10-08,44,87,918
NET,2017-10-19,2017-12-01,44,146,1342
SG,2006-09-27,2006-11-09,44,144,1810
MTC,2016-02-18,2016-04-01,44,90,1130
PCB,2013-03-20,2013-05-02,44,131,830
NEX,2018-12-17,2019-01-29,44,214,418
GLIBP,2013-11-04,2013-12-17,44,86,1141
ICL,2004-11-22,2005-01-04,44,270,1731
LFVN,2003-02-25,2003-04-09,44,290,2466
LFVN,2000-10-25,2000-12-07,44,290,2466
ATLO,2000-02-16,2000-03-30,44,181,973
SUZ,2009-11-16,2009-12-28,43,49,1255
CNF,2017-05-04,2017-06-15,43,107,627
LNG,1996-05-13,1996-06-24,43,49,560
GPRK,2012-12-13,2013-01-24,43,51,697
PAYS,2012-04-26,2012-06-07,43,93,1140
HNRG,2002-04-30,2002-06-11,43,73,3290
RCA,2012-12-31,2013-02-11,43,166,1039
TXMD,2008-05-15,2008-06-26,43,107,883
SRNE,2007-12-18,2008-01-29,43,82,1223
NSEC,1993-06-17,1993-07-29,43,38,2574
HNRG,1997-02-27,1997-04-10,43,73,3290
PME,2011-10-21,2011-12-02,43,40,330
ARTNA,1995-09-28,1995-11-09,43,38,447
PCB,2013-07-16,2013-08-27,43,131,830
KELYB,2016-08-22,2016-10-03,43,96,4631
BE,2005-11-09,2005-12-21,43,117,2051
HNRG,1996-02-01,1996-03-14,43,73,3290
HNRG,1995-10-13,1995-11-24,43,73,3290
FSBC,2011-10-18,2011-11-29,43,56,1958
FSBC,2011-06-16,2011-07-28,43,56,1958
HNRG,2003-10-29,2003-12-10,43,73,3290
RMG,2017-07-18,2017-08-29,43,120,1003
MTC,2016-09-30,2016-11-11,43,90,1130
DWSN,1995-09-22,1995-11-03,43,45,1504
BDCZ,2017-07-14,2017-08-25,43,94,712
FDBC,2002-06-26,2002-08-07,43,47,2353
GHG,2013-05-29,2013-07-10,43,70,661
LFVN,2004-06-21,2004-08-02,43,290,2466
GWB,2007-06-20,2007-08-01,43,247,1415
BRBS,2015-11-23,2016-01-04,43,45,1302
CTXR,2014-10-03,2014-11-14,43,62,329
WPM,2003-02-04,2003-03-18,43,92,996
MBCN,2004-10-15,2004-11-26,43,35,1837
GWB,2010-08-25,2010-10-06,43,247,1415
KBLMU,2019-10-29,2019-12-10,43,72,494
CMCTP,2020-01-14,2020-02-25,43,44,287
WPM,2001-06-12,2001-07-24,43,92,996
AMUB,2018-06-25,2018-08-06,43,160,831
HNRG,2009-06-26,2009-08-07,43,73,3290
XELB,2012-10-03,2012-11-14,43,54,564
HNRG,2006-06-29,2006-08-10,43,73,3290
MSVB,2010-09-15,2010-10-27,43,115,3926
HNRG,2005-02-23,2005-04-06,43,73,3290
JG,2012-08-23,2012-10-04,43,62,1061
HWBK,1999-07-30,1999-09-10,43,35,766
STG,2008-10-31,2008-12-12,43,187,1342
PFBC,2000-05-26,2000-07-07,43,228,1314
FMBH,2011-08-24,2011-10-05,43,31,2428
NIU,2009-07-08,2009-08-19,43,80,2245
AIRI,2002-12-06,2003-01-17,43,79,1622
MNCLU,2020-01-27,2020-03-09,43,30,114
CS,1995-05-17,1995-06-28,43,30,186
SMIT,1994-05-31,1994-07-12,43,30,616
SPFI,2017-11-15,2017-12-27,43,229,1793
MLPO,2017-05-26,2017-07-07,43,77,983
PFBC,2002-08-15,2002-09-26,43,228,1314
PJT,2012-12-06,2013-01-17,43,78,2431
ROSEU,2019-09-17,2019-10-29,43,102,665
PJT,2009-06-29,2009-08-10,43,78,2431
JG,2012-10-23,2012-12-04,43,62,1061
KELYB,2008-08-08,2008-09-19,43,96,4631
BHAT,2017-07-28,2017-09-08,43,234,1339
NWGI,2006-10-10,2006-11-21,43,65,1434
KELYB,2016-01-06,2016-02-17,43,96,4631
PTVCA,1993-12-10,1994-01-20,42,103,3782
OPBK,2011-03-03,2011-04-13,42,161,2090
OLEM,2014-06-20,2014-07-31,42,29,472
ABEV,2003-10-24,2003-12-04,42,48,1519
DUOT,2013-05-07,2013-06-17,42,265,974
MAYS,2007-11-23,2008-01-03,42,55,4187
BWFG,2011-03-08,2011-04-18,42,132,880
PPSI,2013-05-17,2013-06-27,42,29,239
HMI,2001-12-06,2002-01-16,42,556,926
BRBS,2015-08-21,2015-10-01,42,45,1302
CLSK,2015-12-18,2016-01-28,42,238,1229
SRAX,2013-04-02,2013-05-13,42,35,366
UIHC,2009-06-11,2009-07-22,42,64,884
BCTF,2011-06-29,2011-08-09,42,155,3025
HNRG,1996-09-04,1996-10-15,42,73,3290
MAYS,2001-05-15,2001-06-25,42,55,4187
ABEV,2001-05-18,2001-06-28,42,48,1519
ABEV,1999-08-06,1999-09-16,42,48,1519
CZNC,1996-11-29,1997-01-09,42,28,1118
AGM,1994-11-10,1994-12-21,42,50,538
BE,2002-10-10,2002-11-20,42,117,2051
CTZ,2013-03-20,2013-04-30,42,68,2291
CTZ,2012-08-14,2012-09-24,42,68,2291
LIVX,2017-11-02,2017-12-13,42,51,81
YUMA,1996-10-08,1996-11-18,42,319,2485
IMV,2010-10-14,2010-11-24,42,50,1241
PAYS,2008-01-16,2008-02-26,42,93,1140
BDCZ,2018-05-11,2018-06-21,42,94,712
SUZ,2009-09-15,2009-10-26,42,49,1255
SIEB,1993-02-25,1993-04-07,42,49,1518
ARWR,2001-02-27,2001-04-09,42,70,2032
MCF,2000-01-14,2000-02-24,42,90,1481
MCF,2000-04-07,2000-05-18,42,90,1481
SIEB,1997-05-01,1997-06-11,42,49,1518
AMUB,2017-03-03,2017-04-13,42,160,831
MOFG,2008-02-05,2008-03-17,42,29,44
SMIT,1994-08-31,1994-10-11,42,30,616
NIU,2005-11-25,2006-01-05,42,80,2245
STG,2009-08-19,2009-09-29,42,187,1342
GMAB,2009-09-03,2009-10-14,42,241,1068
CTK,2010-04-13,2010-05-24,42,215,618
MXC,1998-06-05,1998-07-16,42,164,2419
LTRPB,2019-05-21,2019-07-01,42,40,997
BIMI,2007-05-02,2007-06-12,42,57,458
COCP,2012-08-02,2012-09-12,42,34,303
VMD,2005-01-19,2005-03-01,42,213,1247
KERN,2017-03-21,2017-05-01,42,13,72
TWLO,2009-07-21,2009-08-31,42,447,866
MEC,2011-11-18,2011-12-29,42,55,863
BHAT,2017-05-23,2017-07-03,42,234,1339
HMG,1997-12-24,1998-02-03,42,39,3152
TT,2002-08-09,2002-09-19,42,432,1781
MEC,2012-09-28,2012-11-08,42,55,863
UIHC,2009-10-30,2009-12-09,41,64,884
BIMI,2007-12-28,2008-02-06,41,57,458
LNG,1996-06-27,1996-08-06,41,49,560
AYTU,2013-06-12,2013-07-22,41,131,1696
AYTU,2014-08-14,2014-09-23,41,131,1696
MCF,1997-08-28,1997-10-07,41,90,1481
HNRG,2001-08-09,2001-09-18,41,73,3290
GRAF,2003-02-06,2003-03-18,41,1223,3366
CNNB,2019-05-15,2019-06-24,41,28,298
KELYB,2017-09-22,2017-11-01,41,96,4631
TRT,1994-05-20,1994-06-29,41,278,1268
TWLO,2012-01-06,2012-02-15,41,447,866
YUMA,1998-12-31,1999-02-09,41,319,2485
RDIB,2015-08-07,2015-09-16,41,64,1468
GMAB,2012-12-26,2013-02-04,41,241,1068
KELYB,2013-05-29,2013-07-08,41,96,4631
WPM,2000-05-18,2000-06-27,41,92,996
NWGI,2007-07-05,2007-08-14,41,65,1434
BLD,2004-06-04,2004-07-14,41,62,1016
VERB,2015-08-07,2015-09-16,41,120,244
ESTE,1994-11-02,1994-12-12,41,36,1208
MSVB,2006-04-07,2006-05-17,41,115,3926
HNRG,1999-12-10,2000-01-19,41,73,3290
MSVB,2006-09-14,2006-10-24,41,115,3926
MSVB,2008-10-15,2008-11-24,41,115,3926
CYCCP,2006-05-24,2006-07-03,41,28,1770
WEI,2005-07-01,2005-08-10,41,1453,3275
UAVS,2009-05-06,2009-06-15,41,28,655
MSVB,2013-10-31,2013-12-10,41,115,3926
KBLMU,2018-06-15,2018-07-25,41,72,494
BRBS,2014-09-04,2014-10-14,41,45,1302
MSVB,2013-09-19,2013-10-29,41,115,3926
TSG,2011-09-16,2011-10-26,41,31,558
MAYS,1996-01-03,1996-02-12,41,55,4187
WKEY,2019-02-21,2019-04-02,41,72,276
CMCTP,2018-10-19,2018-11-28,41,44,287
HNRG,1996-06-26,1996-08-05,41,73,3290
BCTF,2010-03-24,2010-05-03,41,155,3025
CIVB,1994-07-15,1994-08-24,41,45,1212
COFS,2002-07-12,2002-08-21,41,58,2372
DGICB,2012-06-01,2012-07-11,41,57,2239
CBH,2016-02-05,2016-03-16,41,40,590
HNRG,2007-04-26,2007-06-05,41,73,3290
TU,1997-11-07,1997-12-17,41,87,918
TU,1997-07-11,1997-08-20,41,87,918
OTTW,2012-03-16,2012-04-25,41,39,1706
GWB,2005-11-02,2005-12-12,41,247,1415
PLX,2004-09-30,2004-11-09,41,80,1679
ARWR,1999-12-09,2000-01-18,41,70,2032
PTVCA,2000-05-31,2000-07-10,41,103,3782
MSVB,2017-06-14,2017-07-24,41,115,3926
VHC,2003-02-06,2003-03-18,41,28,887
CLSK,2013-03-08,2013-04-17,41,238,1229
NIU,2008-01-25,2008-03-05,41,80,2245
PECK,2019-01-16,2019-02-25,41,38,339
CCZ,2017-04-20,2017-05-30,41,29,1986
FGBI,2012-10-03,2012-11-12,41,57,699
CCZ,2017-09-22,2017-11-01,41,29,1986
WEI,2005-08-12,2005-09-20,40,1453,3275
DGICB,2015-10-08,2015-11-16,40,57,2239
AUG,2014-12-04,2015-01-12,40,65,336
KELYB,1998-03-27,1998-05-05,40,96,4631
MAYS,2012-04-23,2012-06-01,40,55,4187
FPAY,2010-07-01,2010-08-09,40,105,1055
NMRD,2015-07-06,2015-08-14,40,55,325
MAYS,2002-03-07,2002-04-15,40,55,4187
MSVB,2009-05-01,2009-06-09,40,115,3926
REI,2008-04-10,2008-05-19,40,98,1160
GNL,2013-02-28,2013-04-08,40,54,1097
DGICB,2017-06-08,2017-07-17,40,57,2239
LONE,2011-07-01,2011-08-09,40,60,1126
MUDSU,2019-12-05,2020-01-13,40,26,314
AGX,2006-06-08,2006-07-17,40,38,1288
KIQ,2009-06-08,2009-07-17,40,175,3475
YGRN,2019-10-31,2019-12-09,40,27,112
TCFC,2008-07-10,2008-08-18,40,40,1507
GWB,2011-06-06,2011-07-15,40,247,1415
GMAB,2009-10-16,2009-11-24,40,241,1068
RCA,2012-02-23,2012-04-02,40,166,1039
UAVS,2009-02-06,2009-03-17,40,28,655
GIX,2014-01-27,2014-03-07,40,117,2607
EDSA,2015-11-06,2015-12-15,40,27,200
NEW,2005-08-25,2005-10-03,40,37,1104
BLBD,2013-07-15,2013-08-23,40,30,690
RHE,2015-06-01,2015-07-10,40,10,58
CLSK,2015-05-14,2015-06-22,40,238,1229
CGA,2008-05-02,2008-06-10,40,31,67
MLPB,2017-07-03,2017-08-11,40,75,863
ONCY,2015-11-06,2015-12-15,40,27,34
SNGX,1995-08-04,1995-09-12,40,27,526
TRT,1995-03-02,1995-04-10,40,278,1268
AYTU,2015-03-12,2015-04-20,40,131,1696
MUDSU,2018-12-14,2019-01-22,40,26,314
BSRR,1996-11-22,1996-12-31,40,69,867
CAE,1997-08-18,1997-09-26,40,50,1194
VERB,2014-12-19,2015-01-27,40,120,244
WPM,2002-12-20,2003-01-28,40,92,996
CAE,2000-04-27,2000-06-05,40,50,1194
FDBC,2000-01-03,2000-02-11,40,47,2353
NIU,2000-01-06,2000-02-14,40,80,2245
SIEB,1994-06-30,1994-08-08,40,49,1518
SIEB,1995-01-26,1995-03-06,40,49,1518
ICL,2006-07-10,2006-08-18,40,270,1731
MTC,2014-07-07,2014-08-15,40,90,1130
KELYB,1996-12-23,1997-01-30,39,96,4631
EGBN,1999-08-30,1999-10-07,39,28,514
SFBC,2008-11-18,2008-12-26,39,27,945
BYFC,1996-06-28,1996-08-05,39,26,1796
OGI,2015-01-26,2015-03-05,39,31,307
BFC,2005-07-01,2005-08-08,39,26,1782
ORRF,1999-07-20,1999-08-27,39,32,1270
ORRF,2002-11-08,2002-12-16,39,32,1270
REI,2011-03-18,2011-04-25,39,98,1160
BE,2006-05-26,2006-07-03,39,117,2051
FGBI,2014-11-10,2014-12-18,39,57,699
LBC,2003-06-10,2003-07-18,39,181,1956
GIX,2013-10-22,2013-11-29,39,117,2607
RMG,2005-05-03,2005-06-10,39,120,1003
OVBC,1996-09-06,1996-10-14,39,116,1847
SUZ,2015-06-05,2015-07-13,39,49,1255
DTW,2016-01-12,2016-02-19,39,214,471
BCTF,2001-11-23,2001-12-31,39,155,3025
AMUB,2018-09-25,2018-11-02,39,160,831
AMUB,2017-06-13,2017-07-21,39,160,831
NEXT,2015-09-01,2015-10-09,39,41,334
NEXT,2016-09-06,2016-10-14,39,41,334
OTTW,2011-01-07,2011-02-14,39,39,1706
PTE,2003-08-01,2003-09-08,39,39,605
CVLY,1996-11-29,1997-01-06,39,37,1567
KIQ,1998-01-23,1998-03-02,39,175,3475
KIQ,1996-05-28,1996-07-05,39,175,3475
CBFV,2013-09-27,2013-11-04,39,35,1688
LBC,2006-04-04,2006-05-12,39,181,1956
DWSN,1995-06-06,1995-07-14,39,45,1504
GIX,2014-04-29,2014-06-06,39,117,2607
GLIBP,2014-09-09,2014-10-17,39,86,1141
NWGI,2011-11-29,2012-01-06,39,65,1434
NWGI,2007-05-25,2007-07-02,39,65,1434
MLPB,2018-11-12,2018-12-20,39,75,863
LD,2015-07-20,2015-08-27,39,91,1282
PAYS,2009-12-07,2010-01-14,39,93,1140
BSRR,1994-07-19,1994-08-26,39,69,867
CTZ,2008-08-26,2008-10-03,39,68,2291
SRNE,2009-09-28,2009-11-05,39,82,1223
KELYB,2010-07-02,2010-08-09,39,96,4631
XELB,2013-06-12,2013-07-19,38,54,564
PTVCA,2000-11-20,2000-12-27,38,103,3782
CCZ,2013-07-31,2013-09-06,38,29,1986
HQI,2005-03-01,2005-04-07,38,71,698
MTC,2017-01-18,2017-02-24,38,90,1130
FSBC,2007-09-18,2007-10-25,38,56,1958
PCB,2013-05-07,2013-06-13,38,131,830
YUMA,1996-11-20,1996-12-27,38,319,2485
NWGI,2013-10-08,2013-11-14,38,65,1434
KELYB,2007-05-14,2007-06-20,38,96,4631
ELJ,2019-01-16,2019-02-22,38,31,310
LFVN,1999-03-09,1999-04-15,38,290,2466
MAYS,2006-12-06,2007-01-12,38,55,4187
MAYS,2006-06-28,2006-08-04,38,55,4187
BGSF,2014-10-08,2014-11-14,38,28,215
CIVB,1995-11-20,1995-12-27,38,45,1212
KBLMU,2019-12-17,2020-01-23,38,72,494
NIU,2000-11-29,2001-01-05,38,80,2245
WKEY,2019-07-24,2019-08-30,38,72,276
MSVB,2016-10-04,2016-11-10,38,115,3926
VTNR,2002-09-04,2002-10-11,38,64,1075
KELYB,2017-02-15,2017-03-24,38,96,4631
MXC,2003-02-05,2003-03-14,38,164,2419
HNRG,2004-06-16,2004-07-23,38,73,3290
MXC,1998-04-27,1998-06-03,38,164,2419
GWB,2011-09-07,2011-10-14,38,247,1415
KIQ,2007-10-02,2007-11-08,38,175,3475
LONE,2012-04-18,2012-05-25,38,60,1126
EVGN,2010-12-21,2011-01-27,38,77,725
PJT,2001-01-10,2001-02-16,38,78,2431
GHG,2012-07-10,2012-08-16,38,70,661
GIX,2001-04-25,2001-06-01,38,117,2607
RMG,2012-05-16,2012-06-22,38,120,1003
BSRR,1995-12-11,1996-01-17,38,69,867
CAE,1997-06-10,1997-07-17,38,50,1194
IMV,2013-07-31,2013-09-06,38,50,1241
KELYB,2011-09-19,2011-10-26,38,96,4631
TRXC,2004-08-18,2004-09-24,38,27,1081
PHX,1996-04-01,1996-05-08,38,27,1267
LFVN,2001-05-16,2001-06-22,38,290,2466
APTO,1996-01-22,1996-02-28,38,27,1897
SOLN,2019-04-17,2019-05-24,38,130,464
REI,2012-01-04,2012-02-10,38,98,1160
AYTU,2009-12-21,2010-01-27,38,131,1696
HCCHU,2019-07-15,2019-08-21,38,28,301
MTC,2014-09-08,2014-10-15,38,90,1130
VER,2001-04-04,2001-05-11,38,27,868
MXC,1995-07-12,1995-08-17,37,164,2419
CAE,1999-09-20,1999-10-26,37,50,1194
LTRPB,2014-09-09,2014-10-15,37,40,997
LTRPB,2017-11-09,2017-12-15,37,40,997
RCP,2014-12-24,2015-01-29,37,363,1190
PME,2011-08-04,2011-09-09,37,40,330
BWFG,2012-05-10,2012-06-15,37,132,880
BSRR,1997-05-28,1997-07-03,37,69,867
YUMA,1994-06-20,1994-07-26,37,319,2485
NPA,2014-11-04,2014-12-10,37,122,1884
OCCI,2011-12-05,2012-01-10,37,426,1236
BE,2002-04-09,2002-05-15,37,117,2051
MUDSU,2020-02-04,2020-03-11,37,26,314
CANF,2013-01-16,2013-02-21,37,25,153
KFS,2000-08-23,2000-09-28,37,106,730
MTC,2015-03-26,2015-05-01,37,90,1130
KIQ,2010-04-19,2010-05-25,37,175,3475
ABEV,2002-04-03,2002-05-09,37,48,1519
FSBC,2008-11-18,2008-12-24,37,56,1958
LFVN,2000-07-18,2000-08-23,37,290,2466
EIC,2015-04-28,2015-06-03,37,54,370
IMV,2011-08-29,2011-10-04,37,50,1241
MEC,2013-02-12,2013-03-20,37,55,863
LD,2017-09-12,2017-10-18,37,91,1282
VBFC,1997-12-23,1998-01-28,37,45,2026
BCTF,2013-03-19,2013-04-24,37,155,3025
TMSR,2018-04-05,2018-05-11,37,46,531
MAYS,2008-03-10,2008-04-15,37,55,4187
BWFG,2010-06-17,2010-07-23,37,132,880
GNL,2013-12-19,2014-01-24,37,54,1097
TU,1998-12-01,1999-01-06,37,87,918
BCTF,2011-04-13,2011-05-19,37,155,3025
BCTF,2008-10-09,2008-11-14,37,155,3025
BCTF,2005-07-18,2005-08-23,37,155,3025
GLIBP,2016-01-05,2016-02-10,37,86,1141
MOMO,2012-05-24,2012-06-29,37,43,1142
GWB,2008-11-17,2008-12-23,37,247,1415
OPBK,2011-01-24,2011-03-01,37,161,2090
BE,2007-03-21,2007-04-26,37,117,2051
PJT,2003-05-14,2003-06-19,37,78,2431
TH,2009-01-27,2009-03-04,37,38,508
MLPE,2018-02-06,2018-03-14,37,52,654
KIQ,2009-07-28,2009-09-02,37,175,3475
ALRS,2007-12-24,2008-01-29,37,34,2072
YUMA,1999-06-22,1999-07-28,37,319,2485
PTVCA,1999-04-20,1999-05-26,37,103,3782
NIU,2000-09-28,2000-11-03,37,80,2245
KELYB,2011-11-02,2011-12-08,37,96,4631
PJT,2001-12-20,2002-01-25,37,78,2431
KLR,2008-10-09,2008-11-14,37,560,1397
ALACU,2019-08-19,2019-09-24,37,32,206
IOVA,2011-01-03,2011-02-08,37,26,215
HCCHU,2020-02-25,2020-04-01,37,28,301
GAZ,2017-08-22,2017-09-27,37,32,325
LONE,2009-03-31,2009-05-06,37,60,1126
DISCB,2010-11-08,2010-12-14,37,26,1586
CCBG,1994-06-07,1994-07-13,37,233,717
BHF,2015-09-15,2015-10-21,37,22,568
LONE,2013-04-24,2013-05-30,37,60,1126
PTVCA,2002-03-07,2002-04-12,37,103,3782
COFS,2002-01-02,2002-02-07,37,58,2372
NIU,2012-02-09,2012-03-16,37,80,2245
NK,2015-06-09,2015-07-15,37,26,154
ALACR,2014-10-09,2014-11-14,37,182,754
MVBF,2013-02-20,2013-03-28,37,27,662
IKNX,1994-06-09,1994-07-15,37,26,2244
KELYB,1997-02-27,1997-04-04,37,96,4631
RDIB,2016-05-05,2016-06-10,37,64,1468
FCAP,2001-05-02,2001-06-07,37,26,1987
CATC,2001-02-15,2001-03-23,37,26,1587
NEW,2000-06-27,2000-08-02,37,37,1104
IKNX,1995-08-17,1995-09-22,37,26,2244
PLX,2001-08-27,2001-10-02,37,80,1679
CVLY,1997-12-23,1998-01-28,37,37,1567
JCTCF,1996-08-22,1996-09-27,37,26,1566
KIQ,1998-09-24,1998-10-30,37,175,3475
BOTJ,2001-04-05,2001-05-11,37,26,1564
TSG,2011-11-01,2011-12-07,37,31,558
LPTH,1996-08-14,1996-09-19,37,26,178
CTK,2009-03-11,2009-04-16,37,215,618
PNRG,2016-02-10,2016-03-17,37,26,1781
KELYB,1995-11-22,1995-12-28,37,96,4631
SIEB,1994-08-10,1994-09-14,36,49,1518
CTZ,2007-06-12,2007-07-17,36,68,2291
SPFI,2018-09-05,2018-10-10,36,229,1793
PCB,2011-12-28,2012-02-01,36,131,830
APTO,1995-01-13,1995-02-17,36,27,1897
PFBC,2003-04-08,2003-05-13,36,228,1314
SUZ,2009-01-22,2009-02-26,36,49,1255
JJT,2018-02-21,2018-03-28,36,26,987
APTO,1995-08-15,1995-09-19,36,27,1897
MAXR,2012-05-29,2012-07-03,36,47,1359
PJT,2002-01-29,2002-03-05,36,78,2431
FDBC,1999-09-10,1999-10-15,36,47,2353
ABEV,2002-09-13,2002-10-18,36,48,1519
PJT,2013-07-11,2013-08-15,36,78,2431
OLEM,2014-03-10,2014-04-14,36,29,472
SIEB,1995-06-19,1995-07-24,36,49,1518
ICL,2001-02-22,2001-03-29,36,270,1731
IKNX,1995-04-20,1995-05-25,36,26,2244
ABEV,1997-03-11,1997-04-15,36,48,1519
EDSA,2010-06-28,2010-08-02,36,27,200
IMV,2013-09-13,2013-10-18,36,50,1241
PCB,2014-04-30,2014-06-04,36,131,830
MVBF,2013-06-10,2013-07-15,36,27,662
AEMD,2003-11-21,2003-12-26,36,49,802
MTC,2013-07-26,2013-08-30,36,90,1130
PJT,2009-05-14,2009-06-18,36,78,2431
PHX,1994-05-12,1994-06-16,36,27,1267
ACB,2001-05-24,2001-06-28,36,213,1099
CEMI,2001-04-27,2001-06-01,36,70,937
RUBY,2012-07-19,2012-08-23,36,36,522
GLIBP,2017-07-20,2017-08-24,36,86,1141
OPBK,2007-09-12,2007-10-17,36,161,2090
ALRS,2006-04-26,2006-05-31,36,34,2072
LBTYB,2016-10-28,2016-12-02,36,41,1790
MTBCP,2016-01-29,2016-03-04,36,25,139
CBH,2016-04-27,2016-06-01,36,40,590
LBC,2004-11-22,2004-12-27,36,181,1956
GYRO,1996-03-22,1996-04-26,36,25,1792
PRPL,2016-01-29,2016-03-04,36,35,284
LTRPB,2015-06-04,2015-07-09,36,40,997
KIQ,1997-10-20,1997-11-24,36,175,3475
SG,2017-10-18,2017-11-22,36,144,1810
GABC,1996-06-14,1996-07-19,36,25,739
CLSK,2014-04-30,2014-06-04,36,238,1229
DOOO,2014-04-22,2014-05-27,36,25,915
PLX,2001-07-19,2001-08-23,36,80,1679
KIQ,2004-10-19,2004-11-23,36,175,3475
UCIB,2016-03-30,2016-05-04,36,83,819
HNRG,1996-03-25,1996-04-29,36,73,3290
AGBAU,2020-01-06,2020-02-10,36,25,132
KIQ,2010-07-27,2010-08-31,36,175,3475
NSEC,1995-05-23,1995-06-27,36,38,2574
STG,2012-08-21,2012-09-25,36,187,1342
OPBK,2010-12-16,2011-01-20,36,161,2090
HBMD,2009-05-20,2009-06-24,36,25,1149
GWB,2008-08-22,2008-09-26,36,247,1415
SG,2013-11-04,2013-12-09,36,144,1810
AIRI,2001-08-16,2001-09-20,36,79,1622
NIU,2008-07-11,2008-08-15,36,80,2245
GFL,2014-09-23,2014-10-28,36,474,582
CRH,1993-06-17,1993-07-22,36,71,838
SPFI,2015-02-12,2015-03-19,36,229,1793
SU,1994-06-13,1994-07-18,36,230,625
HQI,2004-06-14,2004-07-19,36,71,698
TU,1998-06-02,1998-07-07,36,87,918
NIU,2006-11-02,2006-12-07,36,80,2245
PPHI,2019-12-26,2020-01-30,36,32,204
DWSN,2002-10-11,2002-11-15,36,45,1504
BCTF,2010-11-04,2010-12-09,36,155,3025
NVGS,2012-02-01,2012-03-07,36,203,1442
DTW,2016-04-05,2016-05-10,36,214,471
ORRF,2002-08-02,2002-09-06,36,32,1270
UNB,1999-08-19,1999-09-23,36,25,752
CMCTP,2019-01-30,2019-03-06,36,44,287
BCTF,2001-03-26,2001-04-30,36,155,3025
LMB,2014-11-04,2014-12-09,36,25,268
STG,2007-05-14,2007-06-18,36,187,1342
KELYB,2007-08-31,2007-10-05,36,96,4631
SAF,2017-11-24,2017-12-29,36,90,560
BCDA,2012-11-08,2012-12-13,36,61,1991
BE,2002-05-20,2002-06-24,36,117,2051
VTNR,2002-10-15,2002-11-19,36,64,1075
BIMI,2006-11-10,2006-12-15,36,57,458
PTVCA,1995-05-08,1995-06-12,36,103,3782
BE,2002-12-24,2003-01-28,36,117,2051
WEI,2008-08-26,2008-09-30,36,1453,3275
PFHD,2018-06-26,2018-07-31,36,57,537
LFVN,2001-08-21,2001-09-25,36,290,2466
CPHI,2005-02-23,2005-03-30,36,60,809
AMCR,2015-04-01,2015-05-06,36,54,1345
PFHD,2018-08-09,2018-09-13,36,57,537
OVBC,1996-06-03,1996-07-08,36,116,1847
PAYS,2008-11-21,2008-12-26,36,93,1140
FSBC,2008-03-20,2008-04-24,36,56,1958
LFVN,2001-04-06,2001-05-11,36,290,2466
PTVCA,1996-08-07,1996-09-11,36,103,3782
FPAY,2013-08-20,2013-09-24,36,105,1055
EBMT,2009-10-23,2009-11-27,36,59,1786
RDIB,2016-11-09,2016-12-14,36,64,1468
MAYS,2005-03-31,2005-05-05,36,55,4187
MAYS,1994-09-08,1994-10-13,36,55,4187
MSVB,2015-10-07,2015-11-11,36,115,3926
DJPY,2017-12-14,2018-01-18,36,23,155
KELYB,1997-12-09,1998-01-13,36,96,4631
FGBI,2013-04-08,2013-05-13,36,57,699
JG,2015-03-20,2015-04-24,36,62,1061
MSVB,2013-06-05,2013-07-10,36,115,3926
MEC,2013-09-24,2013-10-29,36,55,863
BIMI,2007-11-21,2007-12-26,36,57,458
MEC,2013-06-05,2013-07-10,36,55,863
REI,2011-02-07,2011-03-14,36,98,1160
DMAC,2015-02-04,2015-03-11,36,61,941
NSEC,1996-05-10,1996-06-13,35,38,2574
NOMD,2015-04-29,2015-06-02,35,24,85
SRAX,2013-02-22,2013-03-28,35,35,366
MSVB,2005-05-11,2005-06-14,35,115,3926
ABEV,1999-04-16,1999-05-20,35,48,1519
BWFG,2012-03-13,2012-04-16,35,132,880
MAXR,2013-09-26,2013-10-30,35,47,1359
JAX,2015-02-27,2015-04-02,35,25,306
VRT,2015-08-26,2015-09-29,35,23,168
PCB,2012-04-10,2012-05-14,35,131,830
ABEV,2000-01-19,2000-02-22,35,48,1519
SRAX,2013-01-17,2013-02-20,35,35,366
PLX,2001-11-06,2001-12-10,35,80,1679
ABEV,2002-05-16,2002-06-19,35,48,1519
AYTU,2013-05-07,2013-06-10,35,131,1696
LFVN,2000-09-08,2000-10-12,35,290,2466
BWFG,2011-06-15,2011-07-19,35,132,880
MARA,2012-11-13,2012-12-17,35,39,170
DPHC,2019-05-14,2019-06-17,35,24,141
OPBK,2011-12-07,2012-01-10,35,161,2090
IFS,2013-12-10,2014-01-13,35,43,525
BDCZ,2017-05-16,2017-06-19,35,94,712
CIVB,1994-08-31,1994-10-04,35,45,1212
OPBK,2010-04-09,2010-05-13,35,161,2090
MSVB,2012-05-08,2012-06-11,35,115,3926
DJCO,2001-07-25,2001-08-28,35,25,2646
GLIBP,2013-03-08,2013-04-11,35,86,1141
UAG,2016-10-04,2016-11-07,35,25,777
LBTYB,2018-03-21,2018-04-24,35,41,1790
